DOI,Abstract,Label,n_chars,word_count,contains_ML,contains_DL,contains_NN,contains_AI,contains_PM,baseline_pred
10.1057/978-1-349-95121-5_1132-2,"milton friedman is widely regarded as one of the most important economists of the 20th century. he is famous for his rehabilitation of money as a major determinant of macroeconomic outcomes. for many academic economists, a theory of the consumption function (1957) is his greatest work. friedman showed that the keynesian concept of household behaviour was fundamentally flawed, arguing that people adjusted their consumption to variations in their long-term expected (‘permanent’) income. as such, his theory foreshadows the approach to microfoundations that is the cornerstone of modern macroeconomics. his advocacy of economic freedom and market solutions to various socio-economic problems made him a leading policy thinker.",0,728,106,0,0,0,0,0,0
10.1590/s0034-71402009000400003,"we investigate the role of financial dollarization and systemic risks in the determination of real interest rates in brazil. in a simple currency-choice portfolio model, we show that a strategy of reducing dollarization, if it fails to address fundamental macroeconomic risks, leads to higher domestic real interest rates. we confirm this prediction in an empirical panel-based model, involving systemic risk variables, but find that the effect is small after controlling for the risks of dilution and default. we apply our empirical estimates to the case of brazil - a natural case study given its low degree of financial dollarization and very high real interest rates. the estimated model is unable to explain the high interest rate levels in the aftermath of brazil's 1994 inflation stabilization. however, since the adoption in 1999 of inflation targeting and floating exchange rates, brazil's real interest rates are found to be gradually converging to the model's predicted values. the estimation also shows that further reductions in brazil's real interest rates could be achieved through sound fundamentals that led to investment-grade status rather than financial dollarization.",0,1188,180,0,0,0,0,0,0
10.1016/j.irle.2004.08.004,"in this paper we examine the extent to which fluctuations in a number of macroeconomic variables impact on the volume of federal litigation cases. in particular, the impact of aggregate u.s. gdp, consumption, inflation, unemployment, and interest rates on the volume of antitrust, bankruptcy, contract, personal injury, and product liability cases between the years 1960 and 2000 is examined using granger causal analysis and vector autoregression models [see e.g., granger, c. w. j. (1988). some recent developments in a concept of causality. journal of econometrics, 39, 199–211]. our empirical findings suggest that there are several linkages between macroeconomic variables and the volume of litigation cases, in broad agreement with the findings of siegelman and donohue [1995; the selection of employment discrimination disputes for litigation: using business cycle effects to test the priest–klein hypothesis. journal of legal studies, 24, 427–462], who find that unemployment is an important determinant of the (number and) quality of employment cases filed. most noteworthy, we find that there is a causal linkage from output, consumption and inflation to the total volume of federal litigation, so that predictions of future litigation volume can be improved by using information contained in current macroeconomic aggregates. causation in the other direction (i.e. from the volume of litigation to macroeconomic activity) is not found in the data, however. based on impulse response analysis, it is seen that shocks to income, consumption and inflation immediately lead to an increase in the volume of litigation, with shocks to inflation having the largest impact, and shocks to consumption having a rather moderate impact. in addition, the long run impact that shocks to each of these variables has on the volume of litigation is positive, regardless of whether the var or vec model is used. here, again, the impact of consumption is quite moderate, though. additionally, similar results arise when examining the relation between various individual measures of federal litigation volume and the macroeconomy. thus, the volume of federal litigation does not appear to be immune to the business cycle, a finding which is in broad agreement with the findings of siegelman and donohue.",0,2294,349,0,0,0,0,0,0
10.2139/ssrn.2430177,"paul krugman recently attacked the swedish riksbank for its monetary policy that it has caused a deflationary process because it raised its key interest rate in 2010 and 2011 and by this triggered unnecessarily a deflationary process afterwards. he used the term sadomonetarist for this kind of policy. this response on his accusation of the author of this paper is that krugman has overdone his challenge of the monetary policy of the riksbank. he has not looked sufficiently at the empirical facts of the past development in sweden. in particular at the real gdp growth and the inflation performance it was from the standard approach reasonable to increase interest rates in sweden after a very strong rebound of swedish growth in 2010 with 6,6% and further strong economic growth afterwards. inflation predictions have never been a simple problem due to the multitude of channels through which monetary policy influences economic development. therefore it is always easy afterwards to claim that policy makers should have done better. however, this is only true ex post by ignoring the uncertainty about the future. furthermore sweden has experienced a significant deceleration of its inflation rate, i.e. disinflation, but not deflation for a couple of years. this might, however, be caused by external factors like a global slowdown in economic growth and a recession in the euro area in particular. if unforeseen by the swedish riksbank probably due to overoptimistic forecasts of the eu-commission, this is caused by a forecasting error, but it is not caused by a monetary policy error. a deflationary spiral is even now not in sight in sweden. the risk of a global deflation has its origins elsewhere in the global economy.",0,1731,281,0,0,0,0,0,0
10.2139/ssrn.2426244,"the economist magazine has been publishing the big mac index using it as a rule of thumb to determine the over- or under-valuation of international currencies based on the theory of purchasing power parity since 1986. according to the theory, using the big mac as a tradable single-good basket, the dollar-value of the hamburger should be equalized around the world due to arbitrage. the popularity and following of the big mac index led us to the following two questions: 1) how effective is the big mac price as an indicator of overall inflation? and 2) to what extent do exchange rate predictions on under- and over-valued currencies have come to fruition? we find that big mac prices tend to lag overall inflation rates, which is highly important in studies that use big mac prices as measures of affordability or real incomes over time. as a guide to exchange rate movements, we find support for the theory of purchasing power parity but only as a qualitative indicator of movement in the nominal exchange rate in rich and economically stable countries, proving less effective in forecasting exchange rate movements in emerging markets. the statistical analysis is carried out using data from 1986 to 2012 from the economist and from the world bank for 54 countries. the importance of these findings lie on the widespread use of the index and thus perpetuation of perceptions on the relative value of currencies in the areas of corporate finance, international trade and finance, and international business.",0,1512,250,0,0,0,0,0,0
10.1111/j.1468-0084.2005.00145.x,"in this paper we construct output gap and inflation predictions using a variety of dynamic stochastic general equilibrium (dsge) sticky price models. predictive density accuracy tests related to the test discussed in corradi and swanson [journal of econometrics (2005a), forthcoming] as well as predictive accuracy tests due to diebold and mariano [journal of business and economic statistics (1995), vol. 13, pp. 253–263]; and west [econometrica (1996), vol. 64, pp. 1067–1084] are used to compare the alternative models. a number of simple time‐series prediction models (such as autoregressive and vector autoregressive (var) models) are additionally used as strawman models. given that dsge model restrictions are routinely nested within var models, the addition of our strawman models allows us to indirectly assess the usefulness of imposing theoretical restrictions implied by dsge models on unrestricted econometric models. with respect to predictive density evaluation, our results suggest that the standard sticky price model discussed in calvo [journal of monetary economics (1983), vol. xii, pp. 383–398] is not outperformed by the same model augmented either with information or indexation, when used to predict the output gap. on the other hand, there are clear gains to using the more recent models when predicting inflation. results based on mean square forecast error analysis are less clear‐cut, although the standard sticky price model fares best at our longest forecast horizon of 3 years, it performs relatively poorly at shorter horizons. when the strawman time‐series models are added to the picture, we find that the dsge models still fare very well, often outperforming our forecast competitions, suggesting that theoretical macroeconomic restrictions yield useful additional information for forming macroeconomic forecasts.",0,1848,270,0,0,0,0,0,0
10.1007/978-3-030-56219-9_24,"pinto, jeronymo marcondesmarçal, emerson fernandesinflation rate forecasting is one most discussed topics on time-series analysis due to its importance on macroeconomic policy. the majority of these papers’ findings point out that forecasting combination methods usually outperform individual models. in this sense, we evaluate a novel method to combine forecasts based on extreme learning machine method [15], which is becoming very popular but, to the best of our knowledge, has not been used to this purpose. we test inflation rate forecasting for a set of american countries, for one, two, three, ten, eleven and twelve steps ahead. the models to be combined are automatically estimated by rforecast package, as sarima, exponential smoothing, arfima, spline regression, and artificial neural networks. another goal of our paper is to test our model against classical combination methods such granger bates, linear regression, and average mean of models as benchmarks, but also test it against basic forms of new models in the literature, like [8, 10, 26]. therefore, our paper also contributes to the discussion of forecast combination by comparing versions of some methods that have not been tested against each other. our results indicate that none of these methods have an indisputable superiority against the others, however, the extreme learning method proved to be the most efficient of all, with the smaller mean absolute error and mean squared error for its predictions.",1,1482,227,0,0,1,0,0,1
10.1108/ijhma-05-2020-0050,"purpose housing price is a barometer of a national economy. in recent years, iran experienced high inflation in its economy, which affects everything, including housing. the purpose of this study is the estimation of the value of residential apartments of tehran using ordinary least square (ols) and geographically weighted regression (gwr) methods.   design/methodology/approach this paper proposed a method for determining the compound variables and used them to estimate and evaluate the prices in the district six of tehran city. also, this paper compared the gwr and ols methods with different types of factors and their influences in house price estimations.   findings during the high inflation period of the study period, the age of buildings, inflation, parking, storage room and their locations are the most critical factors that affect the price of apartments in district six of tehran. besides, compound variables have the most influence on the prediction of the prices.   research limitations/implications the exact location of the apartments in the study area were unknown. therefore, the positions are extracted from their addresses. the uncertainty of location forced us to ignore the neighborhood terms in the hedonic method.   practical implications the exact locations of the apartments in the study area were unknown. therefore, the positions are extracted from their addresses. the uncertainty of location forced us to ignore the neighborhood terms in the hedonic method.   originality/value the originality of the proposed method is that it used a different approach to determine the valid variables of the apartment prices. also, the evaluation of the method showed that the proposed variables are significantly useful.",0,1743,271,0,0,0,0,0,0
10.1061/41173(414)389,"regional regression models can be employed to estimate hydrologic statistics at ungauged river sites. the increased availability of watershed characteristics and the use of gis-based methods to process this data have created situations where a large number of highly correlated watershed characteristics are available as potential model explanatory variables. the use of ordinary least squares (ols) regression procedures with highly correlated variables can produce multicollinearity, creating highly sensitive parameter estimators with inflated variances, and improper model selection. a monte carlo simulation is developed to compare four techniques for handling multicollinearity: ols, ols with variance inflation factor screening (vif), principal component regression (pcr), and partial least squares regression (pls). results show the impact of multicollinearity is magnified at smaller samples sizes, higher correlations, and larger model error variances. although pcr and pls yield parameter estimators with reduced variances, there is no improvement in model prediction compared to ols and vif. using vif for screening variables produced small improvements in model predictions. the use of ols appears warranted as the complexity of using biased regression techniques to address multicollinearity does little to improve model predictions.",1,1347,183,0,0,0,0,0,0
10.1063/5.0053192,"this study is aimed to determine the factors contributing to the prediction of the total consumer price index (cpi) in malaysia through model selection using lasso regression. the outliers are identified using the leverage values and studentized deleted residuals while the multicollinearity variables will undergo progressive elimination based on variance inflation factor (vif) values. k-fold cross-validation (cv) method and mean square error of prediction (mse(p)) were used to identify the best model. model-building without removal of outliers (set a), model-building with the remove outliers based on leverage points and studentized deleted residuals (set b), model-building after removal of extreme outliers based on the boxplot (set c) were carried out. the multicollinearity variables were removed for all the three sets. the results showed that the mse(p) of the best lasso model in set c is the smallest compared to the other two sets. the nine major categories such as food and non-alcoholic beverages, alcoholic beverages and tobacco, clothing and footwear, transport, communication, recreation service and culture, education, restaurants and hotels, miscellaneous goods and services have significant contribution in prediction of the total cpi in malaysia.",1,1271,184,0,0,0,0,0,0
10.2139/ssrn.971310,"we revisit the relation between stock market volatility and macroeconomic activity using a new class of component models that distinguish short run from secular movements. we combine insights from engle and rangel (2007) and the recent work on mixed data sampling (midas), as in e.g. ghysels, santa-clara, and valkanov (2005). the new class of models is called garch-midas, since it uses a mean reverting unit daily garch process, similar to engle and rangel (2007), and a midas polynomial which applies to monthly, quarterly, or bi-annual macroeconomic or financial variables. we study long historical data series of aggregate stock market volatility, starting in the 19th century, as in schwert (1989). we formulate models with the long term component driven by inflation and industrial production growth that are at par in terms of out-of-sample prediction for horizons of one quarter and out-perform more traditional time series volatility models at longer horizons. hence, imputing economic fundamentals into volatility models pays off in terms of long horizon forecasting. we also find that at a daily level, inflation and industrial production growth, account for between 10 % and 35 % of one-day ahead volatility prediction. hence, macroeconomic fundamentals play a significant role even at short horizons. unfortunately, all the models - purely time series ones as well as those driven by economic variables - feature structural breaks over the entire sample spanning roughly a century and a half of daily data. consequently, our analysis also focuses on subsamples - pre-wwi, the great depression era, and post-wwii (also split to examine the so called great moderation). our main findings remain valid across subsamples.",0,1731,267,0,0,0,0,0,0
10.18800/economia.202201.006,"in this paper we introduce a “power booster factor” for out-of-sample tests of predictability. the relevant econometric environment is one in which the econometrician wants to compare the population mean squared prediction errors (mspe) of two models: one big nesting model, and another smaller nested model. although our factor can be used to improve finite sample properties of several out-of-sample tests of predictability, in this paper we focus on the widely used test developed by clark and west (2006, 2007). our new test multiplies the clark and west t-statistic by a factor that should be close to one under the null hypothesis that the short nested model is the true model, but that should be greater than one under the alternative hypothesis that the big nesting model is more adequate. we use monte carlo simulations to explore the size and power of our approach. our simulations reveal that the new test is well sized and powerful. in particular, it tends to be less undersized and more powerful than the test by clark and west (2006, 2007). although most of the gains in power are associated to size improvements, we also obtain gains in size-adjusted-power. finally we illustrate the use of our approach when evaluating the ability that an international core inflation factor has to predict core inflation in a sample of 30 oecd economies. with our “power booster factor” more rejections of the null hypothesis are obtained, indicating a strong influence of global inflation in a selected group of these oecd countries.",0,1534,252,0,0,0,0,0,0
10.2139/ssrn.2667881,"a prolonged period of extremely low nominal interest rates has not resulted in high inflation. this has led to increased interest in the “neo-fisherian” proposition according to which low nominal interest rates may themselves cause inflation to be lower. the fact that standard models of the effects of monetary policy have the property that perfect foresight equilibria in which the nominal interest rate remains low forever necessarily involve low inflation (at least eventually) might seem to support such a view. here, however, we argue that such a conclusion depends on a misunderstanding of the circumstances under which it makes sense to predict the effects of a monetary policy commitment by calculating the perfect foresight equilibrium consistent with the policy. we propose an explicit cognitive process by which agents may form their expectations of future endogenous variables. under some circumstances, such as a commitment to follow a taylor rule, a perfect foresight equilibrium (pfe) can arise as a limiting case of our more general concept of reflective equilibrium, when the process of reflection is pursued sufficiently far. but we show that an announced intention to fix the nominal interest rate for a long enough period of time creates a situation in which reflective equilibrium need not resemble any pfe. in our view, this makes pfe predictions not plausible outcomes in the case of policies of the latter sort. according to the alternative approach that we recommend, a commitment to maintain a low nominal interest rate for longer should always be expansionary and inflationary, rather than causing deflation; but the effects of such “forward guidance” are likely, in the case of a long-horizon commitment, to be much less expansionary or inflationary than the usual pfe analysis would imply.",0,1819,286,0,0,0,0,0,0
10.1016/j.ijforecast.2018.10.009,"the paper proposes a method for forecasting conditional quantiles. in practice, one often does not know the “true” structure of the underlying conditional quantile function, and in addition, we may have a large number of predictors. focusing on such cases, we introduce a flexible and practical framework based on penalized high-dimensional quantile averaging. in addition to prediction, we show that the proposed method can also serve as a predictor selector. we conduct extensive simulation experiments to asses its prediction and variable selection performances for nonlinear and linear time series model designs. in terms of predictor selection, the approach tends to select the true set of predictors with minimal false positives. with respect to prediction accuracy, the method competes well even with the benchmark/oracle methods that know one or more aspects of the underlying quantile regression model. we further illustrate the merit of the proposed method by providing an application to the out-of-sample forecasting of u.s. core inflation using a large set of monthly macroeconomic variables based on fred-md database. the application offers several empirical findings.",1,1181,174,0,0,0,0,0,0
10.3923/jai.2018.48.54,"stock market is considered the primary indicator of a country’s economic strength and development. stock market prices are volatile in nature and are affected by factors like inflation, economic growth, etc. prices of a share market depend heavily on demand and supply. high demanded stocks will increase in price whereas heavily sold stocks will decrease in price. fluctuating stock prices affects the investor’s belief and thus there is a need to predict the future stock value. the objective of this review is to predict the stock market prices in order to make more informed and accurate investment decisions. recent trends in stock market prediction are surveyed. different types of machine learning classifiers and their respective variants. various approaches and the results of past years are compared based on methodologies, datasets and efficiency and then it is represented in the form of a graph. the survey describes different theories and conventional approaches to stock market prediction. along with it, it discusses recent machine learning techniques along with pros and cons of each technique for effectively predicting the future stock prices followed by various researchers.",1,1194,183,1,0,0,0,0,1
10.2139/ssrn.3057523,"the paper proposes a method for forecasting conditional quantiles. in practice, one often does not know the ""true"" structure of the underlying conditional quantile function. in addition, we may have a potentially large number of the predictors. mainly intended for such cases, we introduce a flexible and practical framework based on penalized high-dimensional quantile averaging. in addition to prediction, we show that the proposed method can also serve as a valid predictor selector. we conduct extensive simulation experiments to asses its prediction and variable selection performances for nonlinear and linear model designs. in terms of predictor selection, the approach tends to select the true set of predictors with minimal false positives. with respect to prediction accuracy, the method competes well even with those benchmark/oracle methods that know one or more aspects of the underlying quantile regression model. to further illustrate the merit of the proposed method, we provide an application to the out-of-sample forecasting u.s. core inflation using a large set of monthly macroeconomic variables based on the recently developed fred-md database. the application offers several empirical findings.",1,1216,178,0,0,0,0,0,0
10.2139/ssrn.2605533,"standard zero-lower-bound new keynesian models generate large fiscal multipliers and expansionary negative supply shocks. thus, according to these models, a political party that implements fiscal contraction coupled with policies to increase aggregate supply should unambiguously cause economic contraction, compared to a party that implements the opposite policies. i test this prediction using high-frequency prediction- and financial-market data from the night of the 2015 u.k. election, which featured two such parties. by analysing financial-market movements caused by clearly exogenous changes in expectations about the election winner, i find that market participants expected higher equity prices and a stronger exchange rate under a conservative prime minister than under a labour p.m. there were little to no partisan differences in interest rates, expected inflation, or commodity prices. these results cast doubt on the empirical validity of zero-lower-bound new keynesian models.",0,992,137,0,0,0,0,0,0
10.1111/j.1539-6975.2013.12012.x,"this article extends the insolvency prediction literature by incorporating macroeconomic conditions and state‐specific factors. the models achieve greater generalizability and predictive accuracy than earlier research while giving fewer false positives. at the firm level, we find insurers with less diversified business, sufficient cash flow, high return on equity, lower leverage, fewer failed insurance regulatory information system ratio tests, and membership in a larger group are less likely to become insolvent. our findings support the argument that insolvency likelihood increases for insurers domiciled in states with stricter solvency supervision and/or states with less favorable insurance market conditions, and during soft markets; insolvency risk is negatively related to the slope of the yield curve. our findings also imply that insurers respond efficiently to changes in such market factors as market return, inflation, and catastrophic losses.",0,962,133,0,0,0,0,0,0
10.1016/j.jedc.2011.08.011,"we explore the role of evolving beliefs regarding the structure of the macroeconomy in improving our understanding of the term structure of interest rates within the context of a simple macro-finance model. using quarterly vintages of real-time data and survey forecasts for the united states over the past 40 years, we show that a recursively estimated var on real gdp growth, inflation and the nominal short-term interest rate generates predictions that are more consistent with survey forecasts than a benchmark fixed-coefficient counterpart. we then estimate a simple term structure model under the assumption that investor risk attitude is driven by near-term expectations of the three state variables. when we allow for evolving beliefs about the macroeconomy, the resulting term structure model provides a better fit to the cross section of yields than the benchmark model, especially at longer maturities, and exhibits better performance in out-of-sample predictions of future yield movements.",0,1001,150,0,0,0,0,0,0
10.1016/j.jeconom.2016.02.006,"we apply a novel methodology for estimating time-varying weights in linear prediction pools, which we call dynamic pools, and use it to investigate the relative forecasting performance of dsge models with and without financial frictions for output growth and inflation from 1992 to 2011. we find strong evidence of time variation in the pool’s weights, reflecting the fact that the dsge model with financial frictions produces superior forecasts in periods of financial distress but does not perform as well in tranquil periods. the dynamic pool’s weights react in a timely fashion to changes in the environment, leading to real-time forecast improvements relative to other methods of density forecast combination, such as equal-weights combination, bayesian model averaging, optimal static pools, and dynamic model averaging. we show how a policymaker dealing with model uncertainty could have used a dynamic pool to perform a counterfactual exercise (responding to the gap in labor market conditions) in the immediate aftermath of the lehman crisis.",0,1051,159,0,0,0,0,0,0
10.1111/j.1475-4932.1996.tb00953.x,"this paper tests a simple open economy growth model on a cross section of oecd countries. the predictions are that the savings rate and population growth rate significantly affect net foreign asset positions. we test these predictions and find support for this hypothesis. we also use this as a starting point to test for additional explanations for the variety of net foreign asset changes during the 1980s. we reject the hypotheses that low productivity or low export penetration, or tight monetary policy has any effect upon net asset accumulation across the oecd countries. these relate to policy debates within australia. we find the evidence on the effect of fiscal policy on net asset positions is ambiguous, that rates of immigration have no effect on net asset positions, and that tax and inflation distortions are significant in explaining net foreign asset or liability positions.",0,891,143,0,0,0,0,0,0
10.2139/ssrn.1777242,"we explore the role of evolving beliefs regarding the structure of the macroeconomy in improving our understanding of the term structure of interest rates within the context of a simple macro-finance model. using quarterly vintages of real-time data and survey forecasts for the united states over the past 40 years, we show that a recursively estimated var on real gdp growth, inflation and the nominal short-term interest generates predictions that are more consistent with survey forecasts than a benchmark fixed-coefficient counterpart. we then estimate a simple term structure model under the assumption that the investors' risk attitude is driven by near-term expectations of the three state variables. when we allow for evolving beliefs about the macroeconomy, the resulting term structure model provides a better fit to the cross section of yields than the benchmark model, especially at longer maturities, and exhibits better performance in out-of-sample predictions of future yield movements.",0,1002,150,0,0,0,0,0,0
10.2139/ssrn.3544987,"we study how medicaid drug procurement rules affect private markets, leveraging new data and changes implemented as part of the affordable care act (aca). using a stylized model, we illustrate how the rules of the medicaid drug rebate program (mdrp) qualitatively distorts pricing and innovation outcomes. consistent with previous literature, the model predicts that larger mandatory rebates cause firms to set higher initial list prices. however, after factoring in the mdrp's inflation penalty and “best price” provisions, the model predicts that higher medicaid rebates reduce list price growth, increase private market rebates, and can even encourage higher quality line extensions. we test these predictions using a difference-in-difference analysis that exploits an increase in the minimum medicaid rebate implemented as part of the aca. our empirical results are consistent with the predictions of the model and provide a more nuanced view of the impact of government procurement rules on private drug market outcomes.",0,1025,152,0,0,0,0,0,0
10.2991/978-94-6463-010-7_20,"the price of bitcoin has soared from $10,000 in 2021 to an all-time high of $60,000 in 2022, with a total market capitalization of more than $1 trillion, and gold has been used as the ultimate asset to protect the economy and protect against inflation. therefore, it is predicted that gold and bitcoin investors can gain more income by monitoring the price trend of the currency and formulating a reasonable investment strategy. in order to obtain a better prediction effect, this paper divides the analysis of gold price prediction into two stages: before the epidemic and after the epidemic. before the epidemic, the ceemdan-wd-woa-bilstm model was used, and after the epidemic, the neural network was used in this paper. for bitcoin prediction, pca is used to select indicators with greater impact, and the armia model is used to predict. after the prediction, this article combines various situations, uses the bull and bear market model, pricing index strategy and quantitative evaluation model to decide the amount of gold and bitcoin to buy, and finally the profit obtained by this method has reached more than 30 within five years times, to provide investors with a practical and effective investment plan.",1,1214,198,0,0,1,0,0,1
10.1002/for.2729,"one of the major motivations for the analysis and modeling of time series data is the forecasting of future outcomes. the use of interval forecasts instead of point forecasts allows us to incorporate the apparent forecast uncertainty. when forecasting count time series, one also has to account for the discreteness of the range, which is done by using coherent prediction intervals (pis) relying on a count model. we provide a comprehensive performance analysis of coherent pis for diverse types of count processes. we also compare them to approximate pis that are computed based on a gaussian approximation. our analyses rely on an extensive simulation study. it turns out that the gaussian approximations do considerably worse than the coherent pis. furthermore, special characteristics such as overdispersion, zero inflation, or trend clearly affect the pis' performance. we conclude by presenting two empirical applications of pis for count time series: the demand for blood bags in a hospital and the number of company liquidations in germany.",0,1049,163,0,0,0,0,0,0
10.30541/v22i3pp.191-210,"in this note we point out the importance of using the standard       deviation, s, in economic analysis. not merely as an indicator of       confidence level for prediction, but also as a basic analytical tool. it       is shown that new insights into economic problems may be obtained by       giving closer attention to this statistical index, in addition to the       other more commonly used indices. if the standard deviation for an       economic index is too high. it may be more appropriate to dispense with       the one index for the entire sample and break the sample into two or       more parts, each of which has a reasonable standard       deviation.",0,665,160,0,0,0,0,0,0
10.2139/ssrn.1835747,"standard present-value models suggest that exchange rates are driven by expected future fundamentals, implying that current exchange rates contain predictive information about future fundamentals. we test the validity of this key empirical prediction of present-value models in a sample of 35 currency pairs ranging from 1900 to 2009. employing a variety of tests, we find that exchange rates have strong and significant predictive power for nominal fundamentals (inflation, money balances, nominal gdp), whereas predictability of real fundamentals and risk premia is much weaker and largely confined to the post-bretton woods era. overall, we uncover ample evidence that future macro fundamentals drive current exchange rates.",0,727,104,0,0,0,0,0,0
10.1016/0304-3878(91)90004-f,"the relationship between market form and price adjustment patterns is examined by using disaggregated price data for mexico over the 1940–1984 period. frequency of price adjustment and characteristics of goods and industries appear to be related, as predicted by menu cost and customer market models. the pattern of response followed by individual prices to inflationary shocks is related to their frequency of price adjustment. the typical pattern of response to small and large shocks may differ, contrary to predictions based on models with overlapping contracts. in addition, the empirical results have implications for the relationship between inflation and relative price variability.",0,690,101,0,0,0,0,0,0
10.1111/1468-0106.t01-1-00021,"a variety of accuracy measures, error diagnostics and rationality tests are applied to the oecd's macroeconomic forecasts for japan of aggregate demand and output, inflation and the balance of payments. it is found that the oecd forecasts are superior to naive no‐change predictions and forecasts generated by simple autoregressive time‐series models. most forecasting error is nonsystematic. as predictors of direction the oecd's six‐month ahead forecasts should be considered valuable; this cannot be said for forecasts which look ahead a year and 18 months. many forecasts fail bias, efficiency and consistency tests so that the rational expectations hypothesis is not generally supported.",0,692,101,0,0,0,0,0,0
10.1111/j.1467-8586.2010.00383.x,"motivated by a central banker with an inflation target, we show that the optimal forecast bias under non‐quadratic loss functions and non‐normal forecast errors can decrease or initially increase and then decrease with the forecast horizon. we initially proof that, if the variable to forecast can be described by a generalized rayleigh distribution, its conditional mean does in general not constitute the optimal prediction under a symmetric target zone loss function. subsequently, we approximate the target zone loss function to show the potential for variation in optimal bias over the forecast horizon.",0,608,92,0,0,0,0,0,0
10.2139/ssrn.883857,"based on a simple model, the paper provides an explanation for illegal oil trade between nigeria and its neighboring countries. the analysis focuses on the linkages between the level of smuggling and changes in the government`s fiscal, monetary, and domestic pricing policies. it is shown that smuggling has implications for inflation and currency depreciation. a vicious circle emerges when financial policies are expansionary and policy makers attempt to hold the domestic sale price of oil constant. macroeconomic indicators of nigeria over the period 1986-1993 appear to support the predictions of the model. policy implications of the analysis are also noted.",0,664,100,0,0,0,0,0,0
10.1109/icbaie49996.2020.00017,"exchange rate plays a vital role in the healthy development of a country’s economy. the back propagation (bp) neural network is used to predict the trend of the exchange rate of us dollar to china yuan (usd-cny) in this paper. and the result indicates that usd-cny shows a trend of decline in recent years. through constructing the relational expressions and the analysis of the factor affecting usd-cny we find that the balance of payments, commodity prices and usd-cny has a negative correlation; the rate of inflation, gross domestic product (gdp), foreign exchange reserves and usd-cny has a positive correlation.",1,617,99,0,0,1,0,0,1
10.2139/ssrn.1993335,a novel bayesian method for inference in dynamic regression models is proposed where both the values of the regression coefficients and the importance of the variables are allowed to change over time. we focus on forecasting and so the parsimony of the model is important for good performance. a prior is developed which allows the shrinkage of the regression coefficients to suitably change over time and an efficient markov chain monte carlo method for posterior inference is described. the new method is applied to two forecasting problems in econometrics: equity premium prediction and inflation forecasting. the results show that this method outperforms current competing bayesian methods.,0,694,106,0,0,0,0,0,0
10.1111/jmcb.12106,"standard present‐value models suggest that exchange rates are driven by expected future fundamentals, implying that exchange rates contain information about future fundamentals. we test this key empirical prediction of present‐value models in a sample of 35 currency pairs ranging from 1900 to 2009. employing a variety of tests, we find that exchange rates have strong and significant predictive power for nominal fundamentals (inflation, money balances, nominal gdp), whereas predictability of real fundamentals and risk premia is much weaker and largely confined to the post–bretton woods era. overall, we uncover ample evidence that future macrofundamentals drive current exchange rates.",0,691,98,0,0,0,0,0,0
10.1016/j.jeconom.2013.10.012,a novel bayesian method for inference in dynamic regression models is proposed where both the values of the regression coefficients and the importance of the variables are allowed to change over time. we focus on forecasting and so the parsimony of the model is important for good performance. a prior is developed which allows the shrinkage of the regression coefficients to suitably change over time and an efficient markov chain monte carlo method for posterior inference is described. the new method is applied to two forecasting problems in econometrics: equity premium prediction and inflation forecasting. the results show that this method outperforms current competing bayesian methods.,0,694,106,0,0,0,0,0,0
10.2139/ssrn.3848067,"we extend the smooth transition vector autoregressive model to allow for identification via external instruments and sign restrictions, while estimating rather than calibrating the parameters ruling the nonlinearity of the model. we hence offer an alternative to using the recursive identification with selected calibrated parameters, which is the main approach currently available. we use the model to study how the effects of monetary policy shocks change over the business cycle. we show that financial variables, inflation and output respond to a monetary shock more in a recession than in an expansion, in line with the predictions from the financial accelerator literature.",0,679,101,0,0,0,0,0,0
10.2139/ssrn.2465917,"we present a model in which an outside bank and a default penalty support the value of fiat money, and experimental evidence that the theoretical predictions about the behavior of such economies, based on the fisher-condition, work reasonably well in a laboratory setting. the import of this finding for the theory of money is to show that the presence of a societal bank and default laws provide sufficient structure to support the use of fiat money and use of the bank rate to influence inflation or deflation, although other institutions could provide alternatives.",0,568,93,0,0,0,0,0,0
10.1016/j.jedc.2014.04.013,"we present a model in which an outside bank and a default penalty support the value of fiat money, and experimental evidence that the theoretical predictions about the behavior of such economies, based on the fisher-condition, work reasonably well in a laboratory setting. the import of this finding for the theory of money is to show that the presence of a societal bank and default laws provide sufficient structure to support the use of fiat money and use of the bank rate to influence inflation or deflation, although other institutions could provide alternatives.",0,568,93,0,0,0,0,0,0
10.1016/j.jmoneco.2023.05.004,"using disaggregated industry-level data, this paper empirically evaluates predictions for the cross-sectional price change distribution made by input-output models with sticky prices. the response of prices to shocks is found to be consistent with the price sensitivities predicted by the input-output model. moreover, moments of the sectoral price change distribution vary over time in response to the evolution of the network structure. finally, through a quantitative analysis, demand and supply shocks are disentangled during the pandemic period. counterfactual analyses show that sectoral supply shocks, aggregate demand shocks and the production network structure contributed significantly to the inflation surge in 2021-2022.",0,732,100,0,0,0,0,0,0
10.1016/j.latcb.2022.100047,"in this paper, we investigate the growing prominence of credit in the systemic banking crisis prediction literature. through the application of the signal extraction model and multivariate probit panel regression, we evaluate the performance of the absolute change in credit-to-gdp ratio as an early warning system indicator of systemic banking crises. the findings reveal that the accelerated financialisation of economies turns the excess supply of credit into generating conditions that increase the likelihood of a systemic banking crisis. the findings also indicate that even with persistently low and stable inflation, systemic risk could gradually accumulate through an excessive supply of credit.",0,704,101,0,0,0,0,0,0
